paciente,resposta,nota1,nota2,nota3,nota4,nota5,nota6,nota7,nota8,nota9,nota10,nota11,nota_total
769,a,4,4,4,4,5,5,1,1,1,5,4,38
769,b,4,5,4,4,4,5,1,0,1,5,4,37
769,c,4,5,4,4,5,5,1,1,1,5,4,39
770,a,4,5,4,4,5,5,1,1,1,5,4,39
770,b,4,5,4,4,4,4,1,1,1,5,4,37
770,c,4,5,4,4,4,5,1,1,1,5,4,38
771,a,4,5,4,4,5,5,1,0,1,5,4,38
771,c,4,5,4,4,5,5,1,1,1,5,4,39
772,a,4,5,4,5,5,5,1,0,1,5,4,39
772,b,4,5,4,4,5,5,1,0,1,5,4,38
773,a,5,5,4,5,5,5,1,0,1,5,5,41
773,b,4,5,4,4,4,5,1,0,1,5,4,37
774,a,4,5,4,4,5,5,1,1,1,5,4,39
774,b,5,5,4,4,5,5,1,1,1,5,4,40
774,c,4,5,4,4,4,5,1,1,1,5,4,38
775,a,4,5,4,4,5,5,1,1,1,5,4,39
775,b,5,5,4,4,4,5,1,1,1,5,4,39
776,a,4,5,4,4,4,5,1,1,1,5,4,38
776,b,4,4,4,4,4,4,1,0,1,5,4,35
776,c,4,5,4,4,4,5,1,1,1,5,4,38
777,a,4,5,4,4,5,5,1,1,1,5,4,39
777,b,4,5,4,4,4,5,1,0,1,5,4,37
778,a,4,5,4,5,5,5,1,0,1,5,5,40
779,a,4,5,4,5,5,5,1,0,1,5,4,39
780,a,4,5,4,4,5,5,1,0,1,5,4,38
780,c,4,5,4,4,5,5,1,1,1,5,4,39
781,a,4,5,4,4,5,5,1,1,1,5,4,39
781,c,4,5,4,4,4,5,1,1,1,5,4,38
782,a,4,5,4,4,5,5,1,1,1,5,4,39
782,b,4,5,4,4,5,5,1,0,1,5,5,39
782,c,4,5,4,4,4,5,1,0,1,5,4,37
783,a,4,5,4,4,4,4,1,1,1,5,4,37
783,c,4,5,4,4,5,5,1,1,1,5,4,39
784,a,4,5,4,4,5,5,1,0,1,5,4,38
785,a,4,5,4,4,5,5,1,1,1,5,4,39
785,b,4,5,4,4,4,5,1,1,1,5,4,38
785,c,4,5,4,4,4,5,1,1,1,5,4,38
786,a,4,5,4,4,5,5,1,1,1,5,4,39
786,b,4,5,4,4,4,5,1,1,1,5,4,38
786,c,4,5,4,4,4,5,1,1,1,5,4,38
787,a,4,5,4,4,4,5,1,1,1,5,4,38
787,b,5,5,4,4,5,5,1,0,1,5,4,39
787,c,4,5,4,4,5,5,1,1,1,5,4,39
788,a,4,5,4,4,5,5,1,1,1,5,4,39
788,c,4,5,4,4,5,5,1,1,1,5,4,39
789,a,4,5,4,4,4,5,1,1,1,5,4,38
790,a,4,5,4,4,5,5,1,0,1,5,4,38
791,a,4,5,4,4,5,5,1,1,1,5,4,39
791,b,5,5,4,4,5,5,1,0,1,5,4,39
791,c,4,5,4,4,4,5,1,0,1,5,4,37
792,a,4,5,4,4,5,5,1,0,1,5,4,38
792,c,4,5,4,4,4,5,1,1,1,5,4,38
793,a,4,5,4,5,5,5,1,0,1,5,5,40
793,b,4,5,4,4,3,5,1,0,1,5,4,36
793,c,4,5,4,4,5,5,1,1,1,5,4,39
794,a,4,5,4,4,5,5,1,1,1,5,4,39
794,b,5,5,4,4,4,5,1,0,1,5,4,38
794,c,4,5,4,4,4,5,1,1,1,5,4,38
795,a,4,5,4,5,5,5,1,0,1,5,5,40
795,b,5,5,4,4,4,5,1,0,1,5,4,38
796,a,4,5,4,4,5,5,1,1,1,5,4,39
796,b,4,2,4,4,4,4,1,1,1,5,4,34
797,a,4,5,4,4,5,5,1,0,1,5,4,38
798,a,4,5,4,4,5,5,1,1,1,5,4,39
798,b,4,5,4,4,4,5,1,1,1,5,4,38
798,c,4,5,4,4,4,5,1,1,1,5,4,38
799,a,4,4,4,4,5,5,1,1,1,5,4,38
799,b,4,5,4,4,4,5,1,1,1,5,4,38
800,a,4,5,4,4,5,5,1,1,1,5,4,39
800,c,4,5,4,4,5,5,1,0,1,5,5,39
801,a,4,5,4,4,5,5,1,1,1,5,4,39
801,b,4,5,4,4,4,5,1,0,1,5,4,37
802,a,4,5,4,4,5,5,1,1,1,5,4,39
803,a,4,5,4,4,5,5,1,1,1,5,4,39
803,b,4,5,4,4,4,5,1,1,1,5,4,38
803,c,4,5,4,4,4,5,1,0,1,5,4,37
804,a,4,5,4,4,5,5,1,0,1,5,5,39
804,b,4,5,4,4,4,5,1,0,1,5,4,37
804,c,4,5,4,4,5,5,1,0,1,5,4,38
805,a,4,5,4,4,5,5,1,1,1,5,4,39
805,c,4,5,4,4,5,5,1,1,1,5,4,39
806,a,4,5,4,4,5,5,1,1,1,5,4,39
806,b,5,5,4,4,5,5,1,0,1,5,5,40
806,c,4,5,4,4,4,5,1,1,1,5,4,38
807,a,4,5,4,4,4,4,1,1,1,5,4,37
807,c,3,4,4,4,4,5,1,1,1,5,4,36
808,a,4,5,4,4,5,5,1,1,1,5,4,39
808,c,4,4,4,4,4,5,1,1,1,5,4,37
809,a,4,5,4,4,5,5,1,1,1,5,4,39
809,c,4,5,4,4,4,5,1,1,1,5,4,38
810,a,4,5,4,4,5,5,1,1,1,5,4,39
810,b,4,2,4,4,4,5,1,0,1,5,4,34
810,c,4,4,4,4,4,4,1,1,1,5,4,36
811,a,4,5,4,4,4,5,1,1,1,5,4,38
811,b,4,5,4,4,4,5,1,0,1,5,4,37
812,a,2,5,4,4,5,5,1,1,1,5,4,37
812,c,4,5,4,4,4,5,1,1,1,5,4,38
813,a,4,5,4,4,5,5,1,1,1,5,4,39
813,b,5,5,4,4,5,5,1,0,1,5,5,40
813,c,4,5,4,4,4,5,1,0,1,5,4,37
814,a,4,5,4,4,5,5,1,0,1,5,4,38
814,b,4,5,4,4,4,5,1,1,1,5,4,38
814,c,4,5,4,4,4,5,1,1,1,5,4,38
815,a,4,5,4,5,5,5,1,0,1,5,4,39
815,b,4,5,4,4,4,5,1,1,1,5,4,38
816,a,4,5,4,4,5,5,1,1,1,5,4,39
816,c,4,5,4,4,5,5,1,1,1,5,4,39
817,a,4,5,4,4,5,5,1,1,1,5,4,39
817,b,4,5,4,4,4,5,1,1,1,5,4,38
817,c,5,5,4,5,5,5,1,0,1,5,5,41
818,a,4,5,4,4,5,5,1,0,1,5,4,38
818,b,4,5,4,4,4,4,1,0,1,5,4,36
819,a,4,5,4,4,4,5,1,1,1,5,4,38
819,b,4,5,4,4,4,5,1,1,1,5,4,38
820,a,4,5,4,4,5,5,1,1,1,5,4,39
820,b,4,5,4,4,4,5,1,1,1,5,4,38
820,c,4,5,4,4,5,5,1,1,1,5,4,39
821,a,4,5,4,4,4,5,1,1,1,5,4,38
821,c,4,5,4,4,4,5,1,1,1,5,4,38
822,a,4,5,4,4,5,5,1,1,1,5,4,39
822,b,5,5,4,4,5,5,1,0,1,5,5,40
822,c,4,5,4,4,5,5,1,0,1,5,4,38
823,a,4,5,4,4,5,5,1,0,1,5,5,39
823,b,4,5,4,4,4,4,1,1,1,5,4,37
823,c,4,5,4,4,4,5,1,0,1,5,5,38
824,a,4,5,4,4,5,5,1,1,1,5,4,39
824,b,4,5,4,4,4,4,1,0,1,4,4,35
824,c,4,5,4,4,4,5,1,1,1,5,4,38
825,a,4,4,4,4,5,5,1,1,1,5,4,38
825,b,4,5,4,4,5,5,1,0,1,5,5,39
825,c,4,5,4,4,4,5,1,1,1,5,4,38
826,a,4,5,4,4,5,5,1,0,1,5,4,38
826,b,5,5,4,4,4,5,1,0,1,5,4,38
826,c,4,5,4,4,5,5,1,1,1,5,4,39
827,a,4,5,4,4,5,5,1,1,1,5,4,39
827,b,4,4,4,4,5,5,1,0,1,5,4,37
827,c,4,5,4,4,5,5,1,0,1,5,4,38
828,a,4,5,4,4,5,5,1,1,1,5,4,39
828,c,3,5,4,4,3,5,1,1,1,5,4,36
829,a,4,5,4,4,5,5,1,0,1,5,4,38
830,a,4,5,4,4,5,5,1,1,1,5,4,39
830,b,3,5,4,4,4,5,1,1,1,5,4,37
830,c,4,5,4,4,4,5,1,1,1,5,4,38
831,a,4,5,4,4,5,5,1,1,1,5,5,40
831,c,4,5,4,4,4,5,1,1,1,5,4,38
832,a,4,5,4,4,5,5,1,1,1,5,4,39
832,b,4,5,4,4,4,5,1,0,1,5,5,38
833,a,4,5,4,4,5,5,1,0,1,5,5,39
833,b,5,5,4,4,4,5,1,0,1,5,4,38
833,c,4,5,4,4,5,5,1,0,1,5,4,38
834,a,4,5,4,4,5,5,1,1,1,5,4,39
834,b,4,5,4,4,5,5,1,0,1,5,4,38
835,a,4,5,4,4,5,5,1,0,1,5,4,38
835,b,4,5,4,4,4,5,1,0,1,5,4,37
835,c,4,5,4,4,4,5,1,0,1,5,4,37
836,a,4,5,4,4,4,4,1,1,1,5,4,37
836,b,4,5,4,4,5,5,1,1,1,5,4,39
836,c,4,5,4,4,4,5,1,1,1,5,4,38
837,a,4,4,4,4,5,5,1,0,1,5,4,37
837,b,4,5,4,4,4,4,1,0,1,5,4,36
837,c,4,5,4,4,4,5,1,0,1,5,4,37
838,a,4,5,4,5,5,5,1,1,1,5,4,40
838,b,4,5,4,4,4,5,1,0,1,5,5,38
838,c,4,5,4,4,4,5,1,0,1,5,4,37
839,a,4,5,4,4,5,4,1,1,1,5,4,38
839,c,4,5,4,4,4,5,1,1,1,5,4,38
840,a,4,5,4,4,5,4,1,0,1,5,4,37
840,b,4,5,4,4,4,4,1,0,1,5,4,36
841,a,4,5,4,5,5,5,1,0,1,5,5,40
841,b,4,5,4,4,4,4,1,1,1,5,4,37
841,c,4,5,4,4,5,5,1,1,1,5,4,39
842,a,4,5,4,4,5,5,1,0,1,5,4,38
842,b,4,4,4,4,4,5,1,1,1,5,4,37
842,c,4,5,4,4,4,5,1,1,1,5,4,38
843,a,4,5,4,4,5,5,1,1,1,5,4,39
843,b,5,5,4,4,4,4,1,0,1,4,4,36
843,c,4,5,4,4,4,5,1,1,1,5,4,38
844,a,4,5,4,4,5,5,1,1,1,5,4,39
844,b,4,5,4,4,4,5,1,0,1,5,4,37
844,c,4,5,4,4,4,5,1,1,1,5,4,38
845,a,4,5,4,4,5,5,1,0,1,5,4,38
845,b,4,5,4,4,5,5,1,0,1,5,4,38
845,c,4,4,4,4,4,4,1,1,1,5,4,36
846,a,4,5,4,5,5,5,1,1,1,5,4,40
846,b,4,5,4,4,5,5,1,1,1,5,4,39
847,a,4,5,4,5,5,5,1,0,1,5,4,39
847,b,4,4,4,4,5,5,1,0,1,5,4,37
847,c,4,5,4,4,4,5,1,1,1,5,4,38
848,a,4,5,4,4,5,4,1,1,1,5,4,38
848,b,4,5,4,4,4,5,1,0,1,5,4,37
848,c,4,5,4,4,4,5,1,1,1,5,4,38
849,a,4,5,4,4,5,5,1,0,1,5,4,38
849,b,4,5,4,4,4,4,1,1,1,5,4,37
849,c,4,5,4,4,5,5,1,0,1,5,4,38
850,a,4,5,4,4,5,5,1,1,1,5,4,39
850,b,4,5,4,4,4,5,1,1,1,5,4,38
850,c,4,5,4,4,5,5,1,0,1,5,4,38
851,a,4,5,4,4,5,5,1,1,1,5,4,39
851,b,4,5,4,4,4,4,1,1,1,5,4,37
851,c,4,5,4,4,5,5,1,0,1,5,4,38
852,a,4,5,4,5,5,5,1,0,1,5,4,39
852,b,4,5,4,4,4,4,1,1,1,5,4,37
853,a,5,5,4,5,5,5,1,0,1,5,5,41
853,b,4,5,4,4,4,4,1,1,1,5,4,37
853,c,4,5,4,4,5,5,1,1,1,5,4,39
854,a,4,5,4,4,5,5,1,0,1,5,4,38
854,b,4,5,4,4,4,4,1,0,1,5,4,36
854,c,4,5,4,4,5,5,1,1,1,5,4,39
855,a,4,5,4,5,5,5,1,0,1,5,5,40
855,b,4,5,4,4,4,4,1,0,1,5,4,36
856,a,5,5,4,5,5,5,1,1,1,5,5,42
856,b,5,5,4,4,4,5,1,0,1,5,4,38
856,c,4,5,4,4,5,5,1,1,1,5,4,39
857,a,4,5,4,4,5,5,1,0,1,5,4,38
857,b,4,5,4,4,4,4,1,1,1,5,4,37
857,c,4,5,4,4,4,5,1,0,1,5,4,37
858,a,4,5,4,4,5,5,1,0,1,5,4,38
858,c,4,5,4,4,4,5,1,1,1,5,4,38
859,a,4,5,4,4,5,5,1,0,1,5,4,38
859,b,4,4,4,4,4,5,1,1,1,5,4,37
859,c,4,5,4,4,4,4,1,1,1,5,4,37
860,a,4,5,4,5,5,5,1,1,1,5,4,40
860,c,4,5,4,4,5,5,1,1,1,5,4,39
861,a,4,5,4,4,5,5,1,0,1,5,4,38
861,b,4,5,4,4,4,5,1,0,1,5,4,37
862,a,4,5,4,4,5,5,1,1,1,5,4,39
862,b,4,5,4,4,4,5,1,1,1,5,4,38
863,a,4,5,4,4,5,5,1,1,1,5,4,39
863,b,4,5,4,4,4,5,1,0,1,5,4,37
863,c,4,5,4,4,4,5,1,1,1,5,4,38
864,a,4,5,4,4,5,5,1,0,1,5,4,38
864,b,3,5,4,4,4,5,1,1,1,5,4,37
865,a,4,5,4,5,5,5,1,0,1,5,5,40
865,b,3,5,4,4,4,5,1,1,1,5,5,38
865,c,4,5,4,4,4,5,1,1,1,5,4,38
866,a,4,5,4,4,5,5,1,0,1,5,4,38
866,b,4,5,4,4,4,5,1,0,1,5,4,37
866,c,4,5,4,4,5,5,1,0,1,5,4,38
867,a,4,5,4,5,5,5,1,0,1,5,4,39
867,b,4,5,4,4,4,4,1,0,1,5,4,36
868,a,4,5,4,4,5,5,1,1,1,5,4,39
868,b,4,5,4,4,5,5,1,0,1,5,4,38
869,a,4,5,4,4,5,5,1,1,1,5,4,39
869,b,4,5,4,4,4,5,1,0,1,5,5,38
869,c,4,5,4,4,4,5,1,1,1,5,4,38
870,a,4,5,4,5,5,5,1,0,1,5,4,39
870,b,5,5,4,4,5,5,1,0,1,5,4,39
870,c,4,5,4,4,5,5,1,1,1,5,4,39
871,a,4,5,4,4,5,5,1,0,1,5,4,38
871,b,5,5,4,4,4,4,1,0,1,5,5,38
871,c,4,5,4,4,4,5,1,0,1,5,4,37
872,a,5,5,4,4,5,5,1,0,1,5,4,39
872,b,4,5,4,4,4,5,1,0,1,5,4,37
872,c,4,5,4,4,5,5,1,1,1,5,4,39
873,a,4,5,4,4,5,5,1,0,1,5,4,38
873,b,4,5,4,4,5,5,1,0,1,5,4,38
874,a,4,5,4,4,5,5,1,1,1,5,4,39
874,b,4,5,4,5,5,5,1,0,1,5,4,39
874,c,4,5,4,4,4,4,1,0,1,5,4,36
875,a,4,5,4,5,5,5,1,0,1,5,4,39
875,b,4,5,4,4,4,5,1,0,1,5,4,37
875,c,4,5,4,4,4,5,1,1,1,5,4,38
876,a,4,5,4,4,5,5,1,0,1,5,4,38
876,b,4,5,4,4,5,5,1,0,1,5,4,38
876,c,4,5,4,4,5,5,1,1,1,5,4,39
877,a,4,5,4,5,5,5,1,0,1,5,4,39
878,a,4,5,4,4,4,4,1,1,1,5,4,37
878,b,4,5,4,4,4,4,1,0,1,5,4,36
878,c,4,5,4,4,5,5,1,1,1,5,4,39
879,a,4,5,4,4,5,5,1,0,1,5,4,38
879,b,4,5,4,4,4,5,1,1,1,5,4,38
879,c,4,5,4,4,4,5,1,0,1,5,4,37
880,a,4,5,4,4,5,5,1,1,1,5,4,39
880,c,4,5,4,4,5,5,1,0,1,5,4,38
881,a,4,5,4,4,5,5,1,1,1,5,4,39
881,b,4,5,4,4,4,5,1,1,1,5,4,38
882,a,4,5,4,4,4,5,1,1,1,5,4,38
882,b,4,5,4,4,5,5,1,0,1,5,5,39
882,c,4,5,4,4,5,5,1,1,1,5,4,39
883,a,4,5,4,4,5,5,1,0,1,5,4,38
883,b,4,5,4,4,4,5,1,0,1,5,4,37
883,c,4,5,4,4,5,5,1,1,1,5,4,39
884,a,4,5,4,5,5,5,1,1,1,5,4,40
884,b,4,5,4,4,4,5,0,1,1,5,4,37
884,c,4,5,4,4,4,5,1,1,1,5,4,38
885,a,4,5,4,4,5,5,1,1,1,5,4,39
885,c,4,5,4,4,5,5,1,1,1,5,4,39
886,a,4,5,4,4,5,5,1,1,1,5,4,39
886,c,4,5,4,4,5,5,1,0,1,5,4,38
887,a,4,5,4,4,4,4,1,1,1,5,4,37
887,c,4,5,4,4,4,5,1,1,1,5,4,38
888,a,4,5,4,4,5,4,1,1,1,5,4,38
888,b,5,5,4,4,4,5,1,0,1,5,4,38
888,c,4,5,4,5,5,5,1,0,1,5,5,40
889,a,3,5,4,4,5,4,1,1,1,5,4,37
889,b,4,5,4,4,4,5,1,1,1,5,4,38
889,c,4,5,4,4,4,5,1,1,1,5,4,38
890,a,4,5,4,5,5,5,1,0,1,5,5,40
890,b,4,5,4,4,4,5,1,0,1,5,4,37
890,c,4,5,4,4,4,5,1,1,1,5,4,38
891,a,4,5,4,4,5,5,1,1,1,5,4,39
891,b,4,4,4,4,4,4,1,1,1,5,4,36
891,c,4,5,4,4,5,5,1,1,1,5,4,39
892,a,4,5,4,4,5,5,1,1,1,5,4,39
892,b,4,4,4,4,4,5,1,0,1,5,4,36
893,a,4,5,4,4,5,5,1,1,1,5,4,39
893,c,4,5,4,4,4,5,1,1,1,5,4,38
894,a,4,5,4,4,5,5,1,0,1,5,4,38
894,b,4,5,4,4,4,5,1,1,1,5,4,38
894,c,4,4,4,4,5,5,1,1,1,5,4,38
895,a,4,5,4,4,5,5,1,1,1,5,4,39
895,c,4,5,4,4,5,5,1,0,1,5,5,39
896,a,4,5,4,4,5,5,1,0,1,5,4,38
896,b,4,5,4,4,4,5,1,1,1,5,4,38
896,c,4,5,4,5,5,5,1,0,1,5,5,40
897,a,4,5,4,4,5,5,1,0,1,5,4,38
897,b,4,4,4,4,4,5,1,0,1,5,4,36
897,c,4,5,4,4,4,5,1,1,1,5,4,38
898,a,4,5,4,4,5,5,1,0,1,5,4,38
898,b,4,5,4,4,3,4,1,0,1,5,4,35
898,c,4,5,4,4,4,5,1,1,1,5,4,38
899,a,4,5,4,4,5,5,1,1,1,5,4,39
899,b,4,5,4,4,5,5,1,0,1,5,4,38
900,a,4,5,4,4,5,5,1,1,1,5,4,39
900,b,4,5,4,4,5,5,1,1,1,5,4,39
901,a,4,5,4,4,4,4,1,1,1,5,4,37
901,b,4,5,4,4,4,4,1,0,1,5,4,36
901,c,4,5,4,4,4,5,1,1,1,5,4,38
902,a,4,5,4,4,5,5,1,1,1,5,4,39
902,c,4,5,4,4,5,5,1,0,1,5,5,39
903,a,4,5,4,4,5,4,1,0,1,5,4,37
903,b,4,5,4,4,4,4,1,0,1,5,4,36
903,c,4,5,4,4,5,5,1,0,1,5,4,38
904,a,4,5,4,5,5,5,1,1,1,5,4,40
904,b,5,5,4,5,5,5,1,0,1,5,5,41
904,c,4,5,4,4,4,5,1,1,1,5,4,38
905,a,4,5,4,4,5,5,1,1,1,5,4,39
905,b,4,5,4,4,5,5,1,0,1,5,4,38
906,a,4,5,4,4,5,5,1,1,1,5,4,39
906,b,4,4,4,4,4,4,1,1,1,5,4,36
906,c,4,5,4,4,4,5,1,1,1,5,4,38
907,a,4,5,4,4,5,5,1,0,1,5,5,39
907,b,4,5,4,4,4,4,1,1,1,4,4,36
907,c,4,5,4,4,4,5,1,1,1,5,4,38
908,a,4,5,4,4,5,5,1,0,1,5,4,38
908,b,4,5,4,4,4,5,1,0,1,5,4,37
909,a,4,5,4,4,5,5,1,0,1,5,5,39
910,a,4,5,4,4,5,5,1,1,1,5,4,39
910,c,4,5,4,4,5,5,1,1,1,5,4,39
911,a,4,5,4,4,5,5,1,0,1,5,4,38
911,b,4,5,4,4,5,5,1,0,1,5,4,38
912,a,4,5,4,5,5,5,1,0,1,5,4,39
912,b,4,5,4,4,5,5,1,0,1,5,4,38
912,c,4,5,4,4,5,5,1,1,1,5,4,39
913,a,4,5,4,4,5,5,1,0,1,5,4,38
913,b,4,5,4,4,4,5,1,0,1,5,4,37
913,c,3,5,4,4,5,5,1,1,1,5,4,38
914,a,4,5,4,4,5,5,1,1,1,5,4,39
914,b,4,5,4,4,4,5,1,0,1,5,4,37
914,c,4,5,4,4,5,5,1,1,1,5,5,40
915,a,4,5,4,4,5,5,1,1,1,5,4,39
915,b,4,5,4,4,4,4,1,0,1,5,4,36
915,c,4,5,4,4,4,5,1,1,1,5,4,38
916,a,4,5,4,4,5,5,1,1,1,5,5,40
916,b,4,5,4,4,4,4,1,0,1,5,4,36
916,c,4,5,4,4,5,5,1,1,1,5,4,39
917,a,4,5,4,4,5,5,1,0,1,5,5,39
917,b,4,5,4,4,5,5,1,0,1,5,4,38
918,a,4,5,4,4,5,5,1,0,1,5,4,38
918,b,4,5,4,4,4,4,1,0,1,4,4,35
918,c,4,5,4,4,4,4,1,1,1,5,4,37
919,a,4,5,4,5,5,5,1,1,1,5,4,40
919,c,4,5,4,4,4,5,1,0,1,5,4,37
920,a,4,5,4,4,5,5,1,0,1,5,4,38
920,b,4,5,4,4,4,4,1,0,1,5,4,36
920,c,4,4,4,4,4,5,1,1,1,5,4,37
921,a,4,5,4,4,5,4,1,1,1,5,4,38
921,b,4,5,4,4,4,4,1,0,1,5,4,36
921,c,4,5,4,4,5,5,1,0,1,5,5,39
922,a,4,5,4,4,5,5,1,0,1,5,4,38
923,a,4,5,4,5,5,5,1,0,1,5,5,40
923,b,4,5,4,4,4,4,1,0,1,5,4,36
924,a,4,5,4,4,5,5,1,0,1,5,4,38
924,b,4,5,4,4,4,4,1,0,1,5,4,36
924,c,4,5,4,4,5,5,1,0,1,5,5,39
925,a,4,5,4,4,5,5,1,0,1,5,4,38
926,a,4,5,4,4,5,5,1,1,1,5,4,39
926,b,4,5,4,4,4,4,1,0,1,4,4,35
927,a,4,5,4,5,5,5,1,0,1,5,4,39
927,b,4,5,4,4,4,4,1,1,1,5,4,37
927,c,4,5,4,4,5,5,1,1,1,5,4,39
928,a,4,5,4,4,5,5,1,1,1,5,4,39
928,b,4,5,4,4,5,5,1,0,1,5,4,38
929,a,4,5,4,4,5,5,1,1,1,5,4,39
929,c,4,5,4,4,5,5,1,1,1,5,4,39
930,a,4,5,4,4,4,5,1,1,1,5,4,38
930,b,4,5,4,4,4,5,1,1,1,5,4,38
930,c,4,5,4,4,5,5,1,1,1,5,4,39
931,a,4,5,4,4,5,4,1,1,1,5,4,38
931,b,4,5,4,4,4,4,1,1,1,5,4,37
932,a,4,5,4,4,5,4,1,1,1,5,4,38
932,b,4,5,4,5,5,5,1,0,1,5,5,40
932,c,4,5,4,4,5,5,1,0,1,5,4,38
933,a,4,4,4,4,5,4,1,1,1,5,4,37
933,b,4,5,4,4,4,5,1,1,1,5,4,38
933,c,4,5,4,4,4,4,1,1,1,4,4,36
934,a,4,5,4,4,5,5,1,1,1,5,4,39
934,b,5,5,4,4,4,4,1,0,1,5,4,37
934,c,4,5,4,4,5,5,1,1,1,5,4,39
935,a,4,5,4,4,5,5,1,1,1,5,4,39
935,b,4,5,4,4,3,4,1,0,1,5,4,35
935,c,4,5,4,4,5,5,1,1,1,5,4,39
936,a,4,5,4,4,5,5,1,0,1,5,4,38
936,b,4,5,4,4,4,4,1,0,1,5,4,36
936,c,4,5,4,4,4,4,1,1,1,5,4,37
937,a,4,5,4,5,5,5,1,0,1,5,5,40
937,b,4,5,4,4,4,4,1,0,1,5,4,36
937,c,4,5,4,4,5,5,1,0,1,5,4,38
938,a,4,5,4,5,5,5,1,0,1,5,5,40
938,b,4,5,4,4,4,4,1,0,1,5,4,36
938,c,4,5,4,4,4,4,1,1,1,5,4,37
939,a,4,5,4,4,5,5,1,1,1,5,4,39
939,b,3,5,4,4,3,5,1,1,1,5,4,36
939,c,4,5,4,4,5,5,1,0,1,5,4,38
940,a,4,5,4,4,5,5,1,1,1,5,4,39
940,c,4,5,4,4,5,5,1,1,1,5,4,39
941,a,4,5,4,5,5,5,1,0,1,5,5,40
941,b,4,5,4,4,4,4,1,0,1,5,4,36
941,c,4,5,4,4,4,5,1,0,1,5,4,37
942,a,4,5,4,4,5,5,1,1,1,5,4,39
942,b,4,5,4,4,4,4,1,0,1,5,4,36
943,a,4,5,4,4,5,5,1,1,1,5,4,39
943,b,4,5,4,4,4,5,1,0,1,5,4,37
943,c,4,5,4,4,4,5,1,1,1,5,4,38
944,a,4,5,4,4,5,5,1,0,1,5,4,38
944,b,4,5,4,4,4,4,1,0,1,5,4,36
944,c,4,5,4,4,4,5,1,1,1,5,4,38
945,a,4,5,4,4,4,4,1,1,1,5,4,37
945,c,4,5,4,4,5,5,1,1,1,5,4,39
946,a,4,5,4,4,4,5,1,1,1,5,4,38
946,b,4,5,4,4,4,4,1,0,1,5,4,36
947,a,4,5,4,5,5,5,1,0,1,5,4,39
947,b,4,5,4,4,4,5,1,0,1,5,4,37
948,a,4,5,4,5,5,5,1,0,1,5,4,39
948,b,4,5,4,4,4,5,1,1,1,5,4,38
948,c,4,5,4,4,4,5,1,1,1,5,4,38
949,a,4,5,4,4,4,5,1,0,1,5,4,37
949,b,4,5,4,4,4,4,1,0,1,5,4,36
949,c,4,5,4,4,5,5,1,0,1,5,4,38
950,a,4,5,4,4,5,4,1,1,1,5,4,38
950,b,4,4,4,4,4,4,1,1,1,5,4,36
950,c,4,5,4,4,5,5,1,0,1,5,4,38
951,a,4,5,4,4,5,5,1,0,1,5,4,38
951,b,4,5,4,4,5,5,1,0,1,5,4,38
952,a,4,5,4,4,5,5,1,0,1,5,4,38
952,b,4,4,4,4,4,5,1,1,1,5,4,37
952,c,3,5,4,4,4,5,1,1,1,5,4,37
953,a,4,5,4,4,5,5,1,1,1,5,4,39
953,b,3,5,3,2,2,2,1,1,1,2,3,25
953,c,4,5,4,4,5,5,1,0,1,5,4,38
954,a,4,5,4,4,5,5,1,0,1,5,4,38
954,b,4,5,4,4,5,4,1,0,1,5,4,37
954,c,4,5,4,4,4,5,1,1,1,5,4,38
955,a,4,5,4,5,5,5,1,0,1,5,5,40
955,b,4,4,4,4,4,4,1,0,1,5,4,35
955,c,4,5,4,4,5,5,1,0,1,5,5,39
956,a,4,5,4,5,5,5,1,0,1,5,4,39
956,c,4,5,4,4,4,5,1,0,1,5,4,37
957,a,4,5,4,5,5,5,1,0,1,5,5,40
957,b,4,5,4,4,4,4,1,0,1,5,4,36
958,a,4,5,4,4,5,5,1,1,1,5,4,39
958,b,4,4,4,4,4,5,1,0,1,5,4,36
958,c,4,5,4,4,4,5,1,1,1,5,4,38
959,a,4,5,4,4,5,5,1,0,1,5,4,38
959,b,4,5,4,4,4,4,1,0,1,5,4,36
960,a,4,5,4,4,4,5,1,1,1,5,4,38
960,b,3,5,3,4,4,4,1,1,1,5,4,35
960,c,4,5,4,4,4,5,1,1,1,5,4,38
961,a,4,5,4,4,5,5,1,1,1,5,4,39
961,b,4,5,4,4,4,5,1,0,1,5,4,37
961,c,3,5,4,4,4,5,1,1,1,5,4,37
962,a,4,5,4,4,5,4,1,1,1,5,4,38
962,b,5,5,4,4,4,4,1,0,1,5,4,37
962,c,4,5,4,4,4,5,1,1,1,5,4,38
963,a,4,5,4,4,5,5,1,0,1,5,5,39
963,b,4,5,4,4,5,4,1,0,1,5,4,37
963,c,4,5,4,4,4,5,1,1,1,5,4,38
964,a,4,5,4,4,5,4,1,1,1,5,4,38
965,a,4,5,4,4,5,5,1,1,1,5,4,39
965,b,4,5,4,4,4,5,1,0,1,5,4,37
966,a,4,5,4,4,5,5,1,0,1,5,4,38
966,b,4,5,4,4,4,4,1,1,1,5,4,37
967,a,4,5,4,4,5,5,1,0,1,5,4,38
967,c,4,5,4,4,5,5,1,1,1,5,4,39
968,a,4,5,4,4,5,5,1,1,1,5,4,39
968,b,5,5,4,4,4,4,1,0,1,5,4,37
968,c,4,5,4,4,4,5,1,0,1,5,4,37
