paciente,resposta,nota1,nota2,nota3,nota4,nota5,nota6,nota7,nota8,nota9,nota10,nota11,nota_total
210,a,4,5,4,4,4,4,1,1,1,5,4,37
210,b,4,5,4,4,4,5,1,0,1,5,4,37
211,a,4,5,4,4,5,5,1,0,1,5,4,38
211,b,4,5,4,4,4,4,1,0,1,5,4,36
211,c,4,5,4,4,4,5,1,0,1,5,4,37
212,a,4,5,4,4,5,5,1,0,1,5,4,38
212,b,4,5,4,4,4,5,1,0,1,5,4,37
212,c,4,5,4,4,5,5,1,0,1,5,4,38
213,a,4,5,4,4,5,5,1,0,1,5,4,38
213,c,4,5,4,4,5,5,1,1,1,5,4,39
214,a,4,5,4,4,4,5,1,1,1,5,4,38
214,b,4,5,4,4,3,4,1,0,1,4,4,34
214,c,4,5,4,4,4,5,1,1,1,5,4,38
215,a,4,5,4,5,5,5,1,0,1,5,4,39
215,b,4,5,4,4,4,4,1,0,1,5,4,36
216,a,5,5,4,4,5,5,1,0,1,5,5,40
216,b,5,5,4,4,4,5,1,0,1,5,4,38
216,c,4,5,4,4,5,5,1,1,1,5,4,39
217,a,4,5,4,4,5,5,1,0,1,5,4,38
217,b,4,5,4,4,4,4,1,0,1,5,4,36
217,c,4,5,4,4,5,5,1,1,1,5,4,39
218,a,4,5,4,4,5,5,1,0,1,5,4,38
218,b,4,5,4,4,4,5,1,0,1,5,4,37
218,c,4,5,4,4,5,5,1,0,1,5,4,38
219,a,5,5,4,5,5,5,1,0,1,5,4,40
219,c,4,5,4,4,5,5,1,0,1,5,4,38
220,a,5,5,4,4,5,5,1,1,1,5,4,40
220,b,4,5,4,4,4,5,1,1,1,5,4,38
220,c,4,5,4,4,5,5,1,1,1,5,4,39
221,a,5,5,4,4,5,5,1,1,1,5,4,40
221,b,4,5,4,4,5,5,1,0,1,5,5,39
221,c,4,5,4,4,4,5,1,1,1,5,4,38
222,a,4,5,4,4,5,5,1,0,1,5,4,38
222,b,4,5,4,4,4,5,1,0,1,5,4,37
222,c,5,5,4,4,5,5,1,0,1,5,5,40
223,a,5,5,4,4,5,5,1,1,1,5,5,41
223,b,5,5,4,4,5,5,1,0,1,5,5,40
223,c,4,5,4,4,4,5,1,1,1,5,4,38
224,a,4,5,4,4,5,5,1,1,1,5,4,39
224,b,4,5,4,4,4,4,1,0,1,5,4,36
224,c,4,5,4,4,4,5,1,1,1,5,4,38
225,a,4,5,4,5,5,5,1,0,1,5,4,39
225,b,4,5,4,4,5,5,1,0,1,5,4,38
226,a,4,5,4,4,5,5,1,0,1,5,4,38
227,a,4,5,4,4,5,5,1,0,1,5,4,38
227,b,4,5,4,4,4,5,1,0,1,5,4,37
228,a,4,5,4,5,5,5,1,1,1,5,5,41
228,b,4,5,4,4,4,5,1,0,1,5,4,37
228,c,5,5,4,4,4,5,1,1,1,5,5,40
229,a,4,5,4,4,5,5,1,0,1,5,4,38
229,b,4,5,4,4,5,5,1,0,1,5,4,38
230,a,4,5,4,4,5,5,1,0,1,5,4,38
230,b,4,5,4,4,4,5,1,0,1,5,4,37
230,c,4,5,4,4,5,5,1,1,1,5,4,39
231,a,4,5,4,4,5,5,1,0,1,5,4,38
231,b,4,5,4,4,4,4,1,1,1,5,4,37
232,a,4,5,4,4,5,5,1,0,1,5,5,39
232,b,4,4,4,4,4,5,1,1,1,5,4,37
232,c,4,5,4,4,4,5,1,1,1,5,4,38
233,a,4,5,4,4,5,5,1,0,1,5,4,38
233,b,4,5,4,4,4,5,1,1,1,5,4,38
234,a,5,5,4,5,5,5,1,1,1,5,4,41
234,b,4,5,4,4,4,5,1,0,1,5,4,37
234,c,4,5,4,4,4,5,1,1,1,5,4,38
235,a,4,5,4,4,5,5,1,1,1,5,4,39
235,c,4,5,4,4,4,5,1,1,1,5,4,38
236,a,4,5,4,4,5,5,1,0,1,5,4,38
236,b,4,5,4,4,4,5,1,1,1,5,4,38
237,a,4,5,4,4,5,5,1,0,1,5,4,38
237,b,5,5,4,4,4,5,1,0,1,5,4,38
238,a,4,5,4,4,5,5,1,1,1,5,4,39
238,b,4,5,4,4,4,4,1,1,1,4,4,36
238,c,4,5,4,4,5,5,1,1,1,5,4,39
239,a,5,5,4,4,5,5,1,0,1,5,4,39
239,b,2,5,4,4,4,5,1,1,1,5,4,36
240,a,5,5,4,4,5,5,1,0,1,5,5,40
240,c,4,5,4,4,5,5,1,1,1,5,4,39
241,a,4,5,4,4,4,5,1,1,1,5,4,38
241,c,4,5,4,4,5,5,1,0,1,5,5,39
242,a,4,5,4,4,5,5,1,0,1,5,4,38
242,b,4,5,4,4,4,5,1,1,1,5,4,38
243,a,4,5,4,4,5,5,1,1,1,5,4,39
243,b,4,5,4,4,4,5,1,0,1,5,4,37
243,c,4,5,4,4,4,5,1,1,1,5,4,38
244,a,4,5,4,4,5,5,1,0,1,5,4,38
244,b,4,5,4,4,4,4,1,1,1,5,4,37
244,c,5,5,4,4,4,5,1,1,1,5,4,39
245,a,5,5,4,4,5,5,1,0,1,5,5,40
245,c,4,5,4,4,4,5,1,1,1,5,4,38
246,a,4,5,4,5,5,5,1,0,1,5,5,40
246,c,4,5,4,4,4,5,1,1,1,5,4,38
247,a,5,5,4,4,5,5,1,0,1,5,4,39
247,c,4,5,4,4,4,5,1,0,1,5,4,37
248,a,4,5,4,4,5,5,1,1,1,5,4,39
249,a,4,5,4,4,5,5,1,1,1,5,4,39
249,b,4,5,4,4,4,5,1,1,1,5,4,38
250,a,4,5,4,4,5,5,1,1,1,5,4,39
250,b,4,5,4,4,4,4,1,0,1,5,4,36
250,c,4,5,4,4,4,5,1,1,1,5,4,38
251,a,4,5,4,4,5,5,1,0,1,5,5,39
251,c,4,5,4,4,4,5,1,1,1,5,4,38
252,a,5,5,4,4,5,5,1,0,1,5,5,40
252,b,4,5,4,4,5,5,1,0,1,5,4,38
252,c,4,5,4,4,5,5,1,1,1,5,4,39
253,a,4,5,4,4,5,5,1,1,1,5,4,39
253,b,4,5,4,4,4,5,1,1,1,5,4,38
253,c,4,5,4,4,5,5,1,0,1,5,4,38
254,a,4,5,4,4,5,5,1,0,1,5,4,38
255,a,4,5,4,5,5,5,1,0,1,5,4,39
255,b,4,5,4,4,4,5,1,0,1,5,4,37
256,a,4,5,4,4,5,5,1,0,1,5,4,38
256,b,4,4,4,4,4,4,1,0,1,4,4,34
256,c,4,5,4,4,4,5,1,0,1,5,4,37
257,a,4,5,4,4,5,5,1,1,1,5,4,39
257,b,5,5,4,4,4,4,1,0,1,5,4,37
257,c,4,5,4,4,4,5,1,1,1,5,4,38
258,a,4,5,4,4,5,5,1,0,1,5,4,38
258,b,4,5,4,4,5,5,1,0,1,5,4,38
258,c,4,5,4,4,4,5,1,0,1,5,4,37
259,a,5,5,4,4,5,5,1,1,1,5,4,40
259,c,4,5,4,4,5,5,1,1,1,5,5,40
260,a,4,5,4,4,5,5,1,1,1,5,4,39
260,b,4,5,4,4,4,5,1,1,1,5,4,38
261,a,4,5,4,4,5,5,1,1,1,5,4,39
261,b,4,5,4,4,5,5,1,0,1,5,4,38
261,c,4,5,4,4,4,5,1,1,1,5,4,38
262,a,4,5,4,4,5,5,1,0,1,5,4,38
262,c,4,5,4,4,4,5,1,1,1,5,4,38
263,a,4,5,4,4,5,5,1,0,1,5,4,38
263,b,4,5,4,4,4,4,1,0,1,5,4,36
264,a,4,5,4,4,5,5,1,0,1,5,4,38
264,c,4,5,4,4,4,5,1,0,1,5,4,37
265,a,4,5,4,4,5,5,1,1,1,5,4,39
265,b,4,5,4,4,4,5,1,1,1,5,4,38
265,c,4,5,4,4,4,5,1,0,1,5,4,37
266,a,4,5,4,5,5,5,1,0,1,5,5,40
267,a,4,5,4,5,5,5,1,1,1,5,4,40
267,b,5,5,4,4,4,5,1,0,1,5,4,38
267,c,4,5,4,4,5,5,1,1,1,5,4,39
268,a,4,5,4,4,5,5,1,0,1,5,4,38
268,c,4,5,4,4,5,5,1,0,1,5,4,38
269,a,4,5,4,4,5,5,1,0,1,5,5,39
269,b,5,5,4,5,4,5,1,0,1,5,5,40
269,c,4,5,4,4,4,5,1,0,1,5,4,37
270,a,4,5,4,4,5,5,1,1,1,5,4,39
270,b,5,5,4,4,4,4,1,1,1,5,4,38
270,c,4,5,4,4,5,5,1,1,1,5,4,39
271,a,4,5,4,4,4,5,1,1,1,5,4,38
271,c,4,5,4,4,5,5,1,1,1,5,4,39
272,a,4,5,4,5,5,5,1,1,1,5,4,40
272,b,4,4,4,4,4,4,1,1,1,5,4,36
273,a,4,5,4,4,5,5,1,0,1,5,4,38
273,c,4,5,4,4,4,5,1,0,1,5,4,37
274,a,4,5,4,5,5,5,1,1,1,5,4,40
274,b,4,5,4,4,4,4,1,0,1,5,4,36
274,c,4,5,4,4,4,5,1,1,1,5,4,38
275,a,4,5,4,4,5,5,1,1,1,5,4,39
275,b,4,5,4,4,5,5,1,0,1,5,5,39
276,a,5,5,4,4,5,5,1,0,1,5,4,39
276,c,4,5,4,4,4,5,1,1,1,5,4,38
277,a,4,5,4,4,5,5,1,0,1,5,5,39
277,b,4,5,4,4,5,5,1,1,1,5,4,39
277,c,4,5,4,4,4,5,1,0,1,5,4,37
278,a,4,5,4,4,5,5,1,0,1,5,4,38
278,b,4,5,4,4,4,5,1,0,1,5,4,37
278,c,4,5,4,4,4,5,1,1,1,5,4,38
279,a,5,5,4,4,5,5,1,0,1,5,4,39
279,b,4,5,4,4,4,5,1,0,1,5,4,37
279,c,4,5,4,4,5,5,1,1,1,5,4,39
280,a,4,5,4,4,5,5,1,1,1,5,4,39
280,b,4,5,4,4,4,4,1,1,1,5,4,37
280,c,4,5,4,4,5,5,1,1,1,5,4,39
281,a,4,5,4,4,5,5,1,0,1,5,4,38
281,c,4,5,4,4,4,5,1,1,1,5,4,38
282,a,4,5,4,4,5,5,1,1,1,5,5,40
282,b,4,5,4,4,5,5,1,1,1,5,4,39
282,c,4,5,4,4,5,5,1,1,1,5,4,39
283,a,5,5,4,5,5,5,1,0,1,5,5,41
283,b,5,5,4,4,5,5,1,0,1,5,5,40
284,a,4,5,4,4,5,5,1,1,1,5,4,39
284,b,4,5,4,4,4,5,1,0,1,5,4,37
285,a,4,5,4,4,5,5,1,0,1,5,4,38
285,c,4,5,4,4,5,5,1,1,1,5,4,39
286,a,5,5,4,5,5,5,1,0,1,5,5,41
286,b,4,5,4,4,4,5,1,1,1,5,4,38
287,a,4,5,4,5,5,5,1,0,1,5,4,39
287,b,4,5,4,4,4,4,1,0,1,5,4,36
288,a,4,5,4,4,5,5,1,1,1,5,4,39
288,b,5,5,4,4,5,5,1,1,1,5,4,40
289,a,4,5,4,4,5,5,1,1,1,5,4,39
290,a,4,5,4,5,5,5,1,0,1,5,4,39
290,c,4,5,4,4,5,5,1,0,1,5,4,38
291,a,4,5,4,5,5,5,1,0,1,5,5,40
291,b,4,5,4,4,4,4,1,0,1,5,4,36
292,a,4,5,4,4,5,5,1,1,1,5,4,39
292,c,4,5,4,4,4,5,1,1,1,5,4,38
293,a,4,5,4,4,5,5,1,1,1,5,4,39
293,b,2,5,4,4,4,5,1,1,1,5,4,36
294,a,4,5,4,4,4,5,1,1,1,5,4,38
294,b,5,5,4,4,4,5,1,0,1,5,4,38
295,a,5,5,4,4,5,5,1,0,1,5,4,39
295,b,3,5,4,4,4,5,1,1,1,5,4,37
295,c,4,5,4,4,4,5,1,1,1,5,4,38
296,a,4,5,4,4,5,5,1,1,1,5,4,39
296,c,4,5,4,4,4,5,1,1,1,5,4,38
297,a,4,5,4,4,4,5,1,0,1,5,5,38
297,b,4,5,4,4,4,4,1,1,1,5,4,37
297,c,4,5,4,4,5,5,1,1,1,5,4,39
298,a,4,5,4,4,5,5,1,0,1,5,4,38
298,c,4,5,4,4,4,5,1,1,1,5,4,38
299,a,4,5,4,4,5,5,1,0,1,5,4,38
299,b,4,5,4,4,5,5,1,1,1,5,4,39
299,c,4,5,4,4,5,5,1,0,1,5,4,38
300,a,4,5,4,4,5,5,1,1,1,5,4,39
300,b,4,5,4,4,4,5,1,1,1,5,4,38
300,c,4,5,4,4,4,5,1,1,1,5,5,39
301,a,4,5,4,4,5,5,1,0,1,5,4,38
301,b,5,5,4,4,5,5,1,0,1,5,4,39
301,c,4,5,4,4,4,5,1,1,1,5,4,38
302,a,4,5,4,4,5,5,1,1,1,5,4,39
302,b,4,5,4,4,4,5,1,0,1,5,4,37
302,c,4,5,4,4,5,5,1,0,1,5,4,38
303,a,4,5,4,4,5,5,1,0,1,5,5,39
303,c,4,5,4,4,4,5,1,0,1,5,4,37
304,a,4,5,4,4,5,5,1,1,1,5,4,39
304,b,4,5,4,4,4,4,1,1,1,4,4,36
304,c,4,5,4,4,4,5,1,1,1,5,4,38
305,a,5,5,4,4,5,5,1,1,1,5,5,41
306,a,4,5,4,4,5,5,1,1,1,5,4,39
306,b,4,4,4,4,4,4,1,1,1,4,4,35
306,c,4,5,4,4,4,5,1,1,1,5,4,38
307,a,4,5,4,4,5,5,1,0,1,5,4,38
307,b,5,5,4,4,5,5,1,0,1,5,4,39
307,c,5,5,4,4,4,5,1,1,1,5,4,39
308,a,5,5,4,4,5,5,1,0,1,5,5,40
308,b,4,5,4,4,4,5,1,0,1,5,4,37
308,c,5,5,4,4,5,5,1,0,1,5,5,40
309,a,4,5,4,4,5,5,1,1,1,5,4,39
310,a,4,5,4,4,5,5,1,0,1,5,4,38
310,b,5,5,4,4,5,5,1,0,1,5,4,39
310,c,4,5,4,4,5,5,1,1,1,5,4,39
311,a,4,5,4,4,5,5,1,1,1,5,4,39
311,b,4,5,4,4,4,5,1,0,1,5,4,37
312,a,4,5,4,5,5,5,1,0,1,5,5,40
312,b,4,4,4,4,4,5,1,1,1,5,4,37
312,c,4,5,4,4,5,5,1,1,1,5,4,39
313,a,5,5,4,4,5,5,1,0,1,5,4,39
313,b,4,5,4,4,4,5,1,1,1,5,4,38
313,c,4,5,4,4,4,5,1,1,1,5,4,38
314,a,4,5,4,4,4,5,1,1,1,5,4,38
314,b,4,5,4,4,4,4,1,0,1,5,4,36
314,c,4,5,4,4,4,5,1,0,1,5,4,37
315,a,4,5,4,4,5,5,1,1,1,5,4,39
315,b,5,5,4,4,5,5,1,0,1,5,4,39
315,c,4,5,4,4,5,5,1,1,1,5,4,39
316,a,4,5,4,4,5,5,1,0,1,5,4,38
316,c,4,5,4,4,4,5,1,1,1,5,4,38
317,a,4,5,4,5,5,5,1,0,1,5,5,40
317,c,4,5,4,4,5,5,1,1,1,5,4,39
318,a,4,5,4,4,5,5,1,1,1,5,4,39
318,b,4,5,4,4,4,5,1,0,1,5,4,37
318,c,4,5,4,4,5,5,1,1,1,5,4,39
319,a,4,5,4,4,5,5,1,1,1,5,4,39
319,b,5,5,4,4,4,5,1,0,1,5,4,38
319,c,4,5,4,4,5,5,1,1,1,5,4,39
320,a,4,5,4,4,5,5,1,0,1,5,4,38
320,b,4,5,4,4,4,5,1,1,1,5,4,38
321,a,5,5,4,4,5,5,1,0,1,5,4,39
321,c,4,5,4,4,5,5,1,1,1,5,4,39
322,a,4,5,4,4,5,5,1,1,1,5,4,39
322,b,4,4,4,4,4,5,1,0,1,5,4,36
322,c,4,5,4,4,4,5,1,1,1,5,4,38
323,a,4,5,4,5,5,5,1,0,1,5,5,40
323,b,4,5,4,4,5,5,1,0,1,5,4,38
324,a,4,5,4,4,5,5,1,1,1,5,5,40
324,c,4,5,4,4,5,5,1,0,1,5,4,38
325,a,4,5,4,4,5,5,1,0,1,5,4,38
325,b,4,5,4,4,4,4,1,0,1,5,4,36
325,c,4,5,4,4,4,5,1,0,1,5,4,37
326,a,4,5,4,4,5,5,1,1,1,5,4,39
326,b,4,5,4,4,5,5,1,0,1,5,4,38
327,a,4,5,4,4,4,5,1,1,1,5,4,38
327,b,4,5,4,4,5,5,1,1,1,5,4,39
327,c,4,5,4,4,5,5,1,1,1,5,4,39
328,a,4,5,4,4,5,5,1,1,1,5,4,39
328,b,4,5,4,4,4,5,1,0,1,5,4,37
329,a,4,5,4,4,5,5,1,1,1,5,4,39
329,b,5,5,4,4,4,5,1,0,1,5,4,38
329,c,4,5,4,4,4,5,1,1,1,5,4,38
330,a,4,5,4,4,5,4,1,1,1,5,4,38
330,c,4,5,4,4,5,5,1,0,1,5,4,38
331,a,4,5,4,4,5,5,1,0,1,5,4,38
331,c,4,5,4,4,5,5,1,1,1,5,4,39
332,a,4,5,4,4,5,5,1,0,1,5,5,39
332,c,4,5,4,4,4,5,1,1,1,5,4,38
333,a,4,5,4,4,5,5,1,1,1,5,4,39
333,b,5,5,4,4,5,5,1,0,1,5,4,39
333,c,4,5,4,4,5,5,1,1,1,5,4,39
334,a,4,5,4,4,5,5,1,1,1,5,4,39
334,b,4,5,4,4,4,5,1,1,1,5,4,38
334,c,4,5,4,4,5,5,1,1,1,5,4,39
335,a,4,5,4,4,4,4,1,1,1,5,4,37
335,b,4,4,4,4,4,5,1,0,1,5,4,36
336,a,4,5,4,4,5,5,1,1,1,5,5,40
336,b,4,5,4,4,4,5,1,1,1,5,4,38
336,c,4,5,4,4,5,5,1,1,1,5,4,39
337,a,4,5,4,4,5,5,1,0,1,5,4,38
337,b,4,5,4,4,5,5,1,1,1,5,4,39
337,c,4,5,4,4,4,5,1,1,1,5,4,38
338,a,4,5,4,4,5,5,1,0,1,5,4,38
338,b,4,5,4,4,4,5,1,1,1,5,4,38
338,c,4,5,4,4,4,5,1,1,1,5,4,38
339,a,4,5,4,4,5,5,1,1,1,5,4,39
339,b,5,5,4,4,4,5,1,0,1,5,4,38
339,c,4,5,4,4,4,5,1,1,1,5,4,38
340,a,4,5,4,4,5,5,1,0,1,5,4,38
340,c,4,5,4,4,5,5,1,1,1,5,4,39
341,a,4,5,4,4,5,5,1,0,1,5,4,38
341,b,5,5,4,4,4,4,1,0,1,5,4,37
342,a,4,5,4,4,5,5,1,0,1,5,4,38
343,a,5,5,4,4,5,5,1,0,1,5,4,39
343,b,5,5,4,4,4,5,1,1,1,5,4,39
343,c,4,5,4,4,4,5,1,1,1,5,4,38
344,a,4,5,4,4,4,5,1,1,1,5,4,38
344,b,4,5,4,4,4,5,1,0,1,5,4,37
344,c,4,5,4,4,5,5,1,0,1,5,4,38
345,a,4,5,4,5,5,5,1,0,1,5,5,40
345,b,5,5,4,4,4,5,1,0,1,5,4,38
345,c,4,5,4,4,5,5,1,1,1,5,4,39
346,a,4,5,4,5,5,5,1,0,1,5,4,39
346,b,4,5,4,4,4,5,1,1,1,5,4,38
346,c,4,5,4,4,4,5,1,1,1,5,4,38
347,a,4,5,4,4,5,5,1,1,1,5,4,39
347,b,4,5,4,4,4,4,1,0,1,5,5,37
347,c,4,5,4,4,4,5,1,1,1,5,4,38
348,a,4,5,4,4,5,5,1,1,1,5,4,39
348,b,5,5,4,4,4,4,1,0,1,5,4,37
348,c,4,5,4,4,4,5,1,1,1,5,4,38
349,a,4,5,4,4,4,4,1,1,1,5,4,37
349,b,5,5,4,4,4,5,1,0,1,5,4,38
349,c,5,5,4,4,4,5,1,0,1,5,5,39
350,a,5,5,4,5,5,5,1,0,1,5,5,41
350,b,4,5,4,4,4,5,1,0,1,5,4,37
350,c,4,5,4,4,4,5,1,1,1,5,4,38
351,a,4,5,4,4,5,5,1,0,1,5,4,38
351,b,4,5,4,4,5,5,1,1,1,5,4,39
351,c,4,5,4,4,5,5,1,1,1,5,4,39
352,a,4,5,4,4,5,5,1,1,1,5,4,39
353,a,4,5,4,5,5,5,1,1,1,5,5,41
353,b,4,5,4,4,5,5,1,1,1,5,4,39
353,c,4,5,4,5,5,5,1,0,1,5,5,40
354,a,4,5,4,4,5,5,1,1,1,5,4,39
354,b,5,5,4,4,4,5,1,0,1,5,4,38
354,c,4,5,4,4,4,5,1,0,1,5,4,37
355,a,4,5,4,5,5,5,1,0,1,5,4,39
355,b,4,5,4,4,4,5,1,1,1,5,4,38
355,c,4,5,4,4,4,5,1,1,1,5,4,38
356,a,4,5,4,4,5,5,1,1,1,5,4,39
356,b,4,5,4,4,5,5,1,0,1,5,4,38
356,c,4,5,4,4,4,5,1,1,1,5,4,38
357,a,4,5,4,4,5,5,1,1,1,5,4,39
357,b,4,5,4,4,4,4,1,1,1,4,4,36
357,c,4,5,4,4,5,5,1,1,1,5,4,39
358,a,4,4,4,4,4,5,1,1,1,5,4,37
358,c,4,5,4,4,4,5,0,1,1,5,4,37
359,a,4,5,4,5,5,5,1,0,1,5,5,40
359,b,4,5,4,4,5,5,1,1,1,5,4,39
359,c,4,5,4,4,5,5,1,1,1,5,4,39
360,a,4,5,4,4,5,5,1,0,1,5,4,38
360,b,4,5,4,4,4,5,1,0,1,5,4,37
360,c,4,5,4,4,5,5,1,1,1,5,4,39
361,a,4,5,4,5,5,5,1,0,1,5,4,39
361,c,4,5,4,4,4,5,1,0,1,5,4,37
362,a,4,5,4,4,5,5,1,1,1,5,4,39
362,b,4,5,4,4,4,5,1,0,1,5,4,37
362,c,4,5,4,4,4,5,1,1,1,5,4,38
363,a,4,5,4,4,5,5,1,1,1,5,4,39
363,b,4,5,4,4,4,5,1,0,1,5,4,37
363,c,4,5,4,5,5,5,1,0,1,5,5,40
364,a,4,5,4,4,5,5,1,1,1,5,4,39
364,b,4,5,4,4,4,5,1,1,1,5,4,38
364,c,4,5,4,4,4,5,1,1,1,5,4,38
365,a,5,5,4,5,5,5,1,0,1,5,5,41
365,b,4,5,4,4,4,5,1,1,1,5,4,38
366,a,4,5,4,4,5,5,1,1,1,5,4,39
366,c,4,5,4,4,5,5,1,0,1,5,5,39
367,a,4,5,4,4,4,5,1,1,1,5,4,38
368,a,4,5,4,4,4,5,1,1,1,5,4,38
368,c,4,5,4,4,5,5,1,1,1,5,4,39
369,a,5,5,4,5,5,5,1,0,1,5,5,41
370,a,4,5,4,5,5,5,1,0,1,5,5,40
370,b,4,5,4,4,4,5,1,1,1,5,4,38
370,c,4,5,4,4,4,5,1,1,1,5,4,38
371,a,4,5,4,4,5,5,1,1,1,5,4,39
371,b,5,5,4,4,4,5,1,0,1,5,4,38
372,a,5,5,4,4,5,5,1,0,1,5,4,39
373,a,4,5,4,5,5,5,1,0,1,5,5,40
373,c,4,5,4,4,4,5,1,1,1,5,4,38
374,a,4,5,4,4,5,5,1,0,1,5,4,38
374,b,4,5,4,4,4,5,1,1,1,5,4,38
375,a,4,5,4,4,5,5,1,0,1,5,4,38
375,c,4,5,4,4,4,5,1,1,1,5,4,38
376,a,4,5,4,4,5,5,1,1,1,5,4,39
376,c,3,5,4,4,4,5,1,1,1,5,4,37
377,a,4,5,4,4,5,5,1,0,1,5,4,38
377,b,4,5,4,4,4,5,1,1,1,5,4,38
377,c,4,5,4,4,4,5,1,1,1,5,4,38
378,a,5,5,4,4,5,5,1,1,1,5,5,41
378,c,4,5,4,4,5,5,1,1,1,5,4,39
379,a,4,5,4,5,5,5,1,1,1,5,4,40
379,b,4,5,4,4,4,5,1,0,1,5,4,37
379,c,4,5,4,4,4,5,1,1,1,5,4,38
380,a,4,5,4,4,5,5,1,0,1,5,4,38
380,c,4,5,4,4,4,5,1,1,1,5,4,38
381,a,4,5,4,4,4,5,1,1,1,5,4,38
381,b,5,5,4,4,4,5,1,1,1,5,4,39
381,c,4,5,4,4,5,5,1,1,1,5,4,39
382,a,5,5,4,5,5,5,1,1,1,5,4,41
383,a,4,5,4,4,5,5,1,0,1,5,5,39
383,b,4,5,4,4,4,5,1,0,1,5,4,37
384,a,4,5,4,4,5,5,1,0,1,5,4,38
384,b,5,5,4,4,4,5,1,0,1,5,4,38
384,c,4,5,4,4,5,5,1,1,1,5,4,39
385,a,4,5,4,5,5,5,1,1,1,5,4,40
385,b,4,5,4,4,4,5,1,0,1,5,4,37
386,a,4,5,4,4,5,5,1,0,1,5,4,38
386,b,5,5,4,4,5,5,1,0,1,5,4,39
386,c,4,5,4,4,4,5,1,1,1,5,4,38
387,a,4,5,4,4,5,5,1,1,1,5,4,39
387,c,4,5,4,4,4,5,1,1,1,5,4,38
388,a,4,5,4,4,5,5,1,0,1,5,4,38
388,b,4,5,4,4,5,5,1,0,1,5,4,38
389,a,4,5,4,4,5,5,1,1,1,5,4,39
389,b,4,5,4,4,4,5,1,1,1,5,4,38
389,c,4,5,4,4,4,5,1,1,1,5,4,38
390,a,4,5,4,4,5,5,1,1,1,5,4,39
390,b,4,5,4,4,4,5,1,1,1,5,4,38
390,c,4,5,4,4,5,5,1,1,1,5,5,40
391,a,4,5,4,4,5,4,1,1,1,5,4,38
391,b,4,5,4,4,4,5,1,0,1,5,4,37
391,c,4,5,4,4,4,5,1,0,1,5,4,37
392,a,4,5,4,4,4,4,1,1,1,5,4,37
392,c,4,5,4,4,4,5,1,1,1,5,4,38
393,a,4,5,4,4,5,5,1,0,1,5,4,38
393,b,3,4,4,4,4,5,1,1,1,5,4,36
394,a,4,5,4,4,5,5,1,0,1,5,5,39
394,b,4,5,4,4,4,5,1,0,1,5,4,37
394,c,4,5,4,4,4,5,1,1,1,5,4,38
395,a,4,5,4,4,5,5,1,1,1,5,4,39
396,a,4,5,4,4,5,5,1,0,1,5,5,39
396,b,4,5,4,4,5,5,1,0,1,5,4,38
396,c,4,5,4,4,4,5,1,1,1,5,4,38
397,a,4,5,4,4,5,5,1,1,1,5,4,39
397,b,4,5,4,4,4,5,1,0,1,5,4,37
397,c,4,5,4,4,4,5,1,1,1,5,4,38
398,a,4,5,4,4,5,5,1,1,1,5,4,39
398,b,4,5,4,4,5,5,1,0,1,5,4,38
398,c,4,5,4,4,5,5,1,0,1,5,4,38
399,a,4,5,4,4,5,5,1,1,1,5,4,39
399,b,5,5,4,4,5,5,1,0,1,5,4,39
399,c,4,5,4,4,4,5,1,1,1,5,4,38
400,a,4,5,4,4,5,4,1,0,1,5,4,37
400,b,4,5,4,4,4,5,1,1,1,5,4,38
400,c,4,5,4,4,5,5,1,1,1,5,4,39
401,a,4,5,4,5,5,5,1,0,1,5,4,39
401,c,4,5,4,4,5,5,1,0,1,5,5,39
402,a,4,5,4,4,5,5,1,1,1,5,4,39
402,b,4,5,4,4,4,4,1,0,1,5,4,36
402,c,4,5,4,4,5,5,1,0,1,5,4,38
403,a,4,5,4,4,5,5,1,1,1,5,4,39
403,b,4,5,4,4,4,5,1,0,1,5,4,37
404,a,4,5,4,4,5,5,1,1,1,5,4,39
404,c,4,5,4,4,5,5,1,0,1,5,4,38
405,a,4,5,4,4,5,4,1,1,1,5,4,38
406,a,4,5,4,4,5,5,1,0,1,5,4,38
406,c,4,5,4,4,5,5,1,1,1,5,4,39
407,a,4,5,4,4,5,5,1,0,1,5,4,38
407,c,4,5,4,4,5,5,1,1,1,5,4,39
408,a,4,5,4,4,5,5,1,0,1,5,4,38
408,c,4,5,4,4,5,5,1,0,1,5,4,38
409,a,4,5,4,4,5,5,1,1,1,5,4,39
409,b,4,5,4,4,4,5,1,0,1,5,4,37
409,c,4,5,4,4,5,5,1,1,1,5,4,39
410,a,4,5,4,4,5,5,1,1,1,5,4,39
410,c,4,5,4,4,5,5,1,1,1,5,4,39
411,a,4,5,4,4,5,5,1,1,1,5,4,39
411,c,4,5,4,4,4,5,1,1,1,5,4,38
412,a,4,5,4,4,5,5,1,1,1,5,4,39
412,c,3,4,4,4,2,5,1,1,1,5,4,34
413,a,4,5,4,5,5,5,1,0,1,5,4,39
413,c,4,5,4,4,5,5,1,1,1,5,4,39
414,a,4,5,4,4,5,5,1,0,1,5,4,38
414,b,4,5,4,4,4,5,1,1,1,5,4,38
415,a,4,5,4,4,5,5,1,0,1,5,4,38
415,b,5,5,4,4,5,5,1,0,1,5,5,40
415,c,4,5,4,4,5,5,1,1,1,5,4,39
416,a,4,5,4,4,5,5,1,1,1,5,4,39
